"","G3","G22","G58","G59","G76","G82","G87","G90","G115","G162","G165","G168","G171","G174","G177","G180","G216","G277","G278","G279","G280","G282","G283","G287","G290","G316","G317","G321","G323","G325","G330","G383","G387","G391","G597","G600","G603","G606","G658","G661","G663","G665","G667","G668","G669"
"G391",0.413490982800413,0.457750133650758,0.444453635299415,0.448746366920922,0.401232418239281,0.500291970827817,0.445101251254589,0.426146940315354,0.460006474790922,0.421432797541234,0.417895386725595,0.418631002934511,0.446333094986633,0.423196086055549,0.419409616776679,0.49940071892194,0.446342999252842,0.422467797840983,0.437438047545777,0.455027107420043,0.438383834616925,0.457247367965461,0.453998199061705,0.443821639823043,0.436209334389603,0.434142973219134,0.43441286950202,0.434969813434069,0.444288768471278,0.426218078212097,0.444050068836753,0.42575322075123,0.372791170223929,1,0.431066089477402,0.503847522231905,0.459317527219114,0.430193246771465,0.438602817992586,0.403270288831631,0.424449268494381,0.436444227519891,0.448888185740485,0.473778038612031,0.444693795270219
"G597",0.425106646658097,0.374148535086221,0.413917876847057,0.371306650501168,0.371019896095636,0.398749543533172,0.388385869791647,0.407638504679167,0.426116272693211,0.430576579439434,0.329568236881937,0.405256634215247,0.503773259136476,0.439952888910285,0.36955341534028,0.431080844613886,0.361920286652767,0.466308498699076,0.448939141515696,0.422664477378687,0.458437609727542,0.425452876860837,0.386993458230129,0.490711895514176,0.443612736483292,0.601641437331725,0.549564678293643,0.48870316399568,0.526933045801188,0.502814658469098,0.491651182016088,0.383221950410949,0.390602305197073,0.431066089477402,1,0.438288016045958,0.423561782807447,0.414088265471914,0.451207858333036,0.599979326562769,0.434522267110119,0.445644095085044,0.483002483409442,0.433670591983348,0.475502030296499
"G600",0.460176402678279,0.435408708687415,0.440005417595801,0.466660592843138,0.392178366047826,0.451514881377879,0.461557384547047,0.381915929830257,0.442642220994927,0.444004095071722,0.398626950649295,0.418731381657971,0.450061237968371,0.404928474717847,0.446002767266582,0.463765505032575,0.395390766212262,0.453251329652159,0.426776421177714,0.436091067091622,0.422279607069941,0.444597049082201,0.416692055427964,0.474935020688377,0.410739779384485,0.442003486880542,0.443319851688273,0.38984546448139,0.428215088957286,0.400488208447741,0.412609068658584,0.4343248568442,0.365118839119752,0.503847522231905,0.438288016045958,1,0.564434850546452,0.492253568106995,0.436740648447056,0.409312668269763,0.43568935317573,0.440636167065625,0.442527705170449,0.563186346068733,0.449830229957191
"G603",0.646341086828465,0.414498957605348,0.436437197235828,0.434106822447018,0.387726527189788,0.447903544997052,0.438732386140331,0.386165628480357,0.418080274436245,0.399451155418077,0.37086958702066,0.39407000174055,0.448540363163475,0.418233852465971,0.442273951979617,0.478549560370098,0.391236668736614,0.481782852453869,0.432364215740182,0.427557837318909,0.431731582715667,0.436768842802781,0.427452990996041,0.462494111699829,0.377989802813372,0.410790064954565,0.421497754531177,0.359931498593363,0.39655034040121,0.385376840733302,0.391535836831059,0.395652822660767,0.354490261266699,0.459317527219114,0.423561782807447,0.564434850546452,1,0.51117788281882,0.459183878645581,0.402707914086091,0.43644500071312,0.422425951627867,0.417583137512828,0.539194766289885,0.438799424214496
"G606",0.466236563919861,0.360539118382021,0.366200083125321,0.377842844958981,0.342488800041378,0.386200120792382,0.36939623971588,0.350396970297549,0.370882890923283,0.399702685507063,0.386381999440352,0.371605417157707,0.409696344200691,0.379017957857008,0.41052720459071,0.432260911749356,0.340709018200871,0.443437752377268,0.410616412855213,0.3761000591929,0.384853632623514,0.388063712942699,0.351854109460834,0.436823475050564,0.373537397942566,0.414360518335323,0.403476334401271,0.379252471990614,0.384469763627871,0.403958298562425,0.385355815664696,0.418228732272345,0.326372678740518,0.430193246771465,0.414088265471914,0.492253568106995,0.51117788281882,1,0.403058071050946,0.405024366888858,0.432294833010562,0.423742959305535,0.423520228537781,0.592889310562344,0.437064406158441
"G658",0.426627329823375,0.383547598542326,0.442245043966634,0.340409780378689,0.400690397854035,0.388004585978551,0.375591824036981,0.389966006792886,0.436885186561749,0.386994947982931,0.400316559643456,0.454493336997755,0.448189114951532,0.4634935719986,0.421126947883092,0.440904889322943,0.36529712980273,0.441481383182918,0.475650991236668,0.471540449471375,0.45779688224126,0.453376682866251,0.394389922564466,0.407107418906559,0.46789142566228,0.451976539776097,0.453229919038963,0.437557332232376,0.437592833438609,0.419538586461516,0.425383511786225,0.380761680657065,0.390642632188559,0.438602817992586,0.451207858333036,0.436740648447056,0.459183878645581,0.403058071050946,1,0.39585348418007,0.450990809388798,0.464338801352635,0.463999965208922,0.416068831319908,0.447585534934088
"G661",0.401460495646184,0.336368123942539,0.376926044641446,0.339063666578363,0.350555451344596,0.370042186454643,0.364644148249725,0.376279264485665,0.391001086666939,0.407405789950671,0.331310880341059,0.350404094643762,0.422419251651817,0.389955286298082,0.369172860469649,0.390258810837864,0.36310226680032,0.419890574022638,0.395294565367029,0.381365100387208,0.396154050385195,0.357718947734093,0.38579612037142,0.488303377777878,0.375497002082593,0.461466820324401,0.437090176067678,0.383110453658962,0.41500806085701,0.388769898956436,0.386568729748243,0.384800730005734,0.363828370022166,0.403270288831631,0.599979326562769,0.409312668269763,0.402707914086091,0.405024366888858,0.39585348418007,1,0.396487247627341,0.392951574706582,0.44125161314967,0.385599123077742,0.408461528590156
"G663",0.420531435994974,0.404145629017471,0.409313203898116,0.326507664788411,0.36120546076094,0.412606871854399,0.342700470956296,0.389605112510344,0.419140669814866,0.392888245711693,0.386882744577529,0.400989432737564,0.403276825098955,0.42938449644117,0.38982791739953,0.458239188023184,0.370664210527002,0.418449938905007,0.423390691034668,0.446734280872024,0.461739106871104,0.437019857973476,0.39065702998023,0.405686705346934,0.436652117291428,0.401471618398212,0.427540911072735,0.431911531174298,0.40312904835937,0.411361267202659,0.392847604967644,0.372401748212605,0.369671215961573,0.424449268494381,0.434522267110119,0.43568935317573,0.43644500071312,0.432294833010562,0.450990809388798,0.396487247627341,1,0.4967032069173,0.495812941039313,0.460697904557125,0.44462306477212
"G665",0.40206448364357,0.363335867567386,0.400325900608152,0.359731600311876,0.405594573200568,0.391570301692164,0.361505567217113,0.399720509798637,0.407919362127736,0.414727315864286,0.390284806410793,0.402026562531594,0.436213020684448,0.437202536539245,0.416205066450942,0.436910738354829,0.360473619712569,0.412320394051388,0.447161021428526,0.400876446796522,0.413829533271479,0.384958486847914,0.368510998107375,0.431479401373319,0.435072795561257,0.447673094378525,0.466879754338134,0.456738221597901,0.436654621817833,0.414023688749029,0.47158118470452,0.378939881281337,0.382638824866221,0.436444227519891,0.445644095085044,0.440636167065625,0.422425951627867,0.423742959305535,0.464338801352635,0.392951574706582,0.4967032069173,1,0.532494160038139,0.443718206468236,0.438898258035885
"G667",0.403638994799674,0.37270235852322,0.406270996329757,0.325350514473629,0.375719698976715,0.385087247727575,0.332171761822858,0.403193200169375,0.423829143379429,0.423351233182622,0.364587512910685,0.393545500120951,0.41082676815295,0.417776783268291,0.423042543402316,0.437470121754985,0.365337365566916,0.426460665323596,0.447326805662012,0.44175780432641,0.44316496511024,0.412822615656315,0.391586417291775,0.449499397520091,0.463624027540287,0.462652831598173,0.463074746107766,0.453088229197906,0.437487187517793,0.424096039984037,0.419029506264712,0.385094144573578,0.345235003099447,0.448888185740485,0.483002483409442,0.442527705170449,0.417583137512828,0.423520228537781,0.463999965208922,0.44125161314967,0.495812941039313,0.532494160038139,1,0.44405334580005,0.474237290760911
"G668",0.458108847417913,0.412114164061116,0.400429219042297,0.43591998358495,0.357915119664116,0.435561342533086,0.427532362949979,0.356660559096754,0.402923211334646,0.402753194171288,0.401220754062189,0.388903673918591,0.436474512014092,0.420751449130322,0.419600856208759,0.480570546107671,0.353496151668731,0.451307729980559,0.417170851259868,0.402647186518629,0.419133714494575,0.421804291392499,0.370808357222428,0.443290179077032,0.373934638232746,0.444399958378331,0.453990859818542,0.388793813674073,0.423650204296546,0.409845565559033,0.407839729376746,0.411170082722053,0.370414129903578,0.473778038612031,0.433670591983348,0.563186346068733,0.539194766289885,0.592889310562344,0.416068831319908,0.385599123077742,0.460697904557125,0.443718206468236,0.44405334580005,1,0.45700630979999
"G669",0.430029312538916,0.39517382952982,0.440210704550775,0.383961362508563,0.386730792633906,0.404141740098999,0.404863471539937,0.388545526798534,0.440192396287544,0.399712138822371,0.386812913903179,0.406824309634571,0.395917113149774,0.407793104236657,0.409888043288178,0.473273406386841,0.393215637209781,0.4279763814634,0.41180169928309,0.460637537015511,0.449198065334546,0.448149393239834,0.402773650029537,0.394722900186262,0.436689058388112,0.4169082384405,0.388961420028081,0.419403345788059,0.404465274645035,0.401359911087859,0.396518323548542,0.372363730130824,0.357514815122393,0.444693795270219,0.475502030296499,0.449830229957191,0.438799424214496,0.437064406158441,0.447585534934088,0.408461528590156,0.44462306477212,0.438898258035885,0.474237290760911,0.45700630979999,1
