name,effect,Var,14Q2,15Q2,16Q2,17Q2,NoSeason,Sum,reliability,geff.x,G
14Q2ALL55-0354,-4.396540698,9.419913621,0,4,0,0,1,4,0.463855433,-4.03446482,-3.889311511
14Q2ALL55-0355,-4.838673195,9.434395399,0,4,0,0,1,4,0.463031187,-4.780592497,-4.812522324
14Q2ALL55-0356,-6.653607703,9.490502439,0,4,0,0,1,4,0.459837794,-5.468567681,-5.777166368
14Q2ALL55-0357,-0.124065935,2.770919315,0,4,22,0,2,26,0.842290132,0.318004162,1.536972146
14Q2ALL55-0358,-1.571654372,9.434395399,0,4,0,0,1,4,0.463031187,-2.477677113,-2.070710602
14Q2ALL55-0359,-6.186059705,9.434395399,0,4,0,0,1,4,0.463031187,-5.917212981,-6.125340329
14Q2ALL55-0360,-1.643875275,9.434395399,0,4,0,0,1,4,0.463031187,-1.990671167,-1.468557449
14Q2ALL55-0361,-2.601326381,9.490502439,0,4,0,0,1,4,0.459837794,-2.216592647,-1.749180724
14Q2ALL55-0362,-5.566545129,9.490502439,0,4,0,0,1,4,0.459837794,-4.624951001,-4.643357196
14Q2ALL55-0363,-6.234190831,9.428443668,0,4,0,0,1,4,0.463369936,-5.655849593,-5.671390467
14Q2ALL55-0364,-3.215174437,9.52106964,0,4,0,0,1,4,0.458098028,-3.52920192,-4.700646182
14Q2ALL55-0365,-5.746291926,9.577967022,0,4,0,0,1,4,0.454859653,-7.000283117,-8.937779772
14Q2ALL55-0366,0.738508731,9.52106964,0,4,0,0,1,4,0.458098028,-0.405781935,-0.80388154
14Q2ALL55-0367,-5.277918058,9.52106964,0,4,0,0,1,4,0.458098028,-5.853835619,-7.559996765
14Q2ALL55-0368,-6.435710558,9.52106964,0,4,0,0,1,4,0.458098028,-6.644736091,-8.544850895
14Q2ALL55-0369,-2.353629066,9.529890552,0,4,0,0,1,4,0.457595977,-2.064485649,-2.788169978
14Q2ALL55-0372,3.479195757,1.660105541,0,4,22,22,3,48,0.905513298,3.580004881,4.473811813
14Q2ALL55-0373,-10.35114089,9.334515525,0,4,0,0,1,4,0.468715958,-9.726089763,-11.8350684
14Q2ALL55-0374,-1.751491466,9.382430411,0,4,0,0,1,4,0.46598883,-2.989308093,-3.770294037
14Q2ALL55-0376,-0.677924912,9.382430411,0,4,0,0,1,4,0.46598883,-1.119333631,-1.517704145
14Q2ALL55-0377,-2.651527785,10.51707605,0,3,0,0,1,3,0.401409247,-1.46752332,-1.698520432
14Q2ALL55-0378,-1.712569929,9.293807251,0,4,0,0,1,4,0.471032913,-1.238488996,-1.232294906
14Q2ALL55-0379,-1.901092399,9.24471374,0,4,0,0,1,4,0.473827123,-2.02086056,-2.056202301
14Q2ALL55-0380,-5.947784818,9.24471374,0,4,0,0,1,4,0.473827123,-6.032467075,-6.929022336
14Q2ALL55-0384,-2.293284229,9.240976356,0,4,0,0,1,4,0.474039841,-1.941553734,-1.737300031
14Q2ALL55-0385,-0.943210436,9.240976356,0,4,0,0,1,4,0.474039841,-1.49318562,-1.221836492
14Q2ALL55-0388,-0.318689485,9.526130514,0,4,0,0,1,4,0.457809983,0.560911018,1.25103644
14Q2ALL55-0390,2.287809556,9.526646228,0,4,0,0,1,4,0.457780631,1.999177333,2.9445234
14Q2ALL55-0393,0.264952967,9.526646228,0,4,0,0,1,4,0.457780631,0.395802238,1.052652099
14Q2ALL55-0395,-3.748172756,9.577424961,0,4,0,0,1,4,0.454890504,-3.864241194,-4.211927013
14Q2ALL55-0396,-3.48506815,9.526646228,0,4,0,0,1,4,0.457780631,-2.812873791,-2.815770734
14Q2ALL55-0397,-1.501453908,9.526130514,0,4,0,0,1,4,0.457809983,-0.459812015,-0.101182075
14Q2ALL55-0398,2.367828072,2.776653601,0,4,22,0,2,26,0.841963759,2.283076413,3.513677584
14Q2ALL55-0400,1.113936927,9.885816982,0,4,0,0,1,4,0.437338039,-0.011674114,0.645639963
14Q2ALL55-0404,-2.819363498,9.867272098,0,4,0,0,1,4,0.438393541,-3.369669445,-3.168375227
14Q2ALL55-0405,-4.735955355,9.867272098,0,4,0,0,1,4,0.438393541,-3.956904711,-4.032749071
14Q2ALL55-0407,-2.632775723,9.885816982,0,4,0,0,1,4,0.437338039,-1.390808412,-0.970934683
14Q2ALL55-0410,-0.266699451,9.45295973,0,4,0,0,1,4,0.461974578,0.414603165,-0.399098403
14Q2ALL55-0411,3.623939893,9.431570454,0,4,0,0,1,4,0.463191971,3.239276876,3.29775495
14Q2ALL55-0412,-0.963039758,9.431570454,0,4,0,0,1,4,0.463191971,-1.088676899,-1.983137036
14Q2ALL55-0415,0.244999873,9.45295973,0,4,0,0,1,4,0.461974578,-0.179972083,-1.047761495
14Q2ALL55-0416,1.500482343,9.45295973,0,4,0,0,1,4,0.461974578,1.116269219,0.577433713
14Q2ALL55-0417,2.300680414,2.773637683,0,4,22,0,2,26,0.842135413,2.015719981,2.205475169
14Q2ALL55-0418,5.9454611,1.660916475,0,4,22,22,3,48,0.905467143,5.721200435,6.842923531
14Q2ALL55-0420,-0.765818683,9.361325827,0,4,0,0,1,4,0.46719002,-1.518134704,-3.242711388
14Q2ALL55-0421,1.908708576,9.361325827,0,4,0,0,1,4,0.46719002,2.212257188,1.265088462
14Q2ALL55-0422,-1.770801959,9.361325827,0,4,0,0,1,4,0.46719002,-2.785959492,-4.806999774
14Q2ALL55-0425,-1.958219186,9.356781324,0,4,0,0,1,4,0.467448676,-1.701828005,-3.360307503
14Q2ALL55-0427,1.320776265,9.356781324,0,4,0,0,1,4,0.467448676,1.21906879,0.200813437
14Q2ALL55-0429,-2.947159332,9.484210925,0,4,0,0,1,4,0.460195882,-1.63838878,-2.958685454
14Q2ALL55-0432,6.476751519,9.484210925,0,4,0,0,1,4,0.460195882,5.496891919,5.845875297
14Q2ALL55-0435,-0.813110554,10.70569789,0,3,0,0,1,3,0.390673631,0.273800751,-0.361645253
14Q2ALL55-0437,0.356584533,9.48318977,0,4,0,0,1,4,0.460254002,0.512154758,-0.003995107
14Q2ALL55-0438,2.236732563,9.48318977,0,4,0,0,1,4,0.460254002,1.777887127,1.527417279
14Q2ALL55-0439,-3.352653949,9.335263819,0,4,0,0,1,4,0.468673368,-3.053581075,-4.399855359
14Q2ALL55-0440,-3.621155912,9.372683921,0,4,0,0,1,4,0.466543562,-3.980079726,-5.673245831
14Q2ALL55-0448,7.016322357,9.641540774,0,4,0,0,1,4,0.451241284,5.86996243,6.210677976
14Q2ALL55-0449,4.729033588,9.744809059,0,4,0,0,1,4,0.445363658,4.512194535,4.771955281
14Q2ALL55-0450,7.689386323,1.865830166,0,4,22,16,3,42,0.893804259,8.185054918,8.060444888
14Q2ALL55-0455,7.35699354,1.720266237,0,4,22,20,3,46,0.902089187,7.610998941,8.023381537
14Q2ALL55-0456,0.885945827,9.51301015,0,4,0,0,1,4,0.458556743,1.266379345,-0.143576691
14Q2ALL55-0457,6.858622421,2.793820177,0,4,22,0,2,26,0.840986704,6.745023706,7.385917493
14Q2ALL55-0468,1.448738246,9.605323054,0,4,0,0,1,4,0.453302654,1.78535986,1.404150349
14Q2ALL55-0469,3.88956074,9.492330293,0,4,0,0,1,4,0.45973376,2.756696489,2.532696451
14Q2ALL55-0470,-0.385994367,9.492330293,0,4,0,0,1,4,0.45973376,-0.101208327,-0.855371058
14Q2ALL55-0471,0.956683039,9.504214238,0,4,0,0,1,4,0.459057372,1.011931097,0.261408085
14Q2ALL55-0472,2.230282274,9.486113372,0,4,0,0,1,4,0.460087602,3.361137326,3.319373967
14Q2ALL55-0473,-5.477956624,9.548348183,0,4,0,0,1,4,0.456545441,-7.038203103,-9.207513637
14Q2ALL55-0475,-2.826122756,9.548348183,0,4,0,0,1,4,0.456545441,-3.205034857,-4.624414482
14Q2ALL55-0479,-5.477136681,9.548348183,0,4,0,0,1,4,0.456545441,-5.844489064,-7.834107572
14Q2ALL55-0480,0.610073614,9.548348183,0,4,0,0,1,4,0.456545441,-0.578948744,-1.350510334
14Q2ALL55-0496,-0.14947921,2.998332518,0,4,20,0,2,24,0.829346663,0.870840228,1.765854381
14Q2ALL55-0498,1.267186967,9.421713318,0,4,0,0,1,4,0.463753001,1.714040525,2.573810215
14Q2ALL55-0501,9.040545919,1.856570823,0,4,22,16,3,42,0.894331265,9.76911216,10.21934014
14Q2ALL55-0502,-1.189027163,9.322968317,0,4,0,0,1,4,0.469373179,-1.214811473,-0.977970229
14Q2ALL55-0503,3.569346449,9.322968317,0,4,0,0,1,4,0.469373179,3.781896139,4.970222197
14Q2ALL55-0504,3.587722311,9.337449846,0,4,0,0,1,4,0.468548948,2.029856103,2.774480276
14Q2ALL55-0505,6.128791071,2.773235543,0,4,22,0,2,26,0.842158301,6.427020909,7.77515242
14Q2ALL55-0510,0.461495905,9.318301483,0,4,0,0,1,4,0.469638797,0.906908433,2.022045899
14Q2ALL55-0513,0.700766457,9.318301483,0,4,0,0,1,4,0.469638797,2.392977737,3.957794129
14Q2ALL55-0516,2.166509834,9.318301483,0,4,0,0,1,4,0.469638797,1.339434754,2.638747036
14Q2ALL55-0517,-1.490915324,9.506570465,0,4,0,0,1,4,0.458923265,-1.004826448,-2.246142916
14Q2ALL55-0518,-3.332403439,9.498724806,0,4,0,0,1,4,0.459369809,-2.787300604,-4.366069837
14Q2ALL55-0519,-2.041026151,9.592138245,0,4,0,0,1,4,0.454053082,-1.799921071,-3.011791421
14Q2ALL55-0523,4.637127404,9.502300753,0,4,0,0,1,4,0.45916628,3.561256078,3.615730938
14Q2ALL55-0524,1.43620781,9.502300753,0,4,0,0,1,4,0.45916628,2.894890242,2.683015349
14Q2ALL55-0525,4.377049931,9.502300753,0,4,0,0,1,4,0.45916628,3.381565525,3.473581849
14Q2ALL55-0531,-1.292039634,9.547599213,0,4,0,0,1,4,0.456588069,-1.217086966,-2.124774159
14Q2ALL55-0532,-0.924533994,9.459195945,0,4,0,0,1,4,0.461619637,0.199077145,-0.658916453
14Q2ALL55-0536,-0.692490478,9.417688853,0,4,0,0,1,4,0.463982058,-0.374671231,-0.70943955
14Q2ALL55-0537,2.982117092,9.417688853,0,4,0,0,1,4,0.463982058,1.934851744,2.037031136
14Q2ALL55-0538,3.032491009,9.417688853,0,4,0,0,1,4,0.463982058,3.440452683,3.968030049
14Q2ALL55-0546,-1.764565596,9.51261632,0,4,0,0,1,4,0.458579158,-1.295632064,-1.41524062
14Q2ALL55-0558,0.35337617,9.804750403,0,4,0,0,1,4,0.441952031,1.113256316,0.857437982
14Q2ALL55-0559,-0.38569235,9.902815119,0,4,0,0,1,4,0.436370572,-0.951344352,-1.286628144
14Q2ALL55-0560,-2.090047413,9.781543567,0,4,0,0,1,4,0.443272873,-1.705281504,-2.344899719
14Q2ALL55-0561,-0.72890117,9.804750403,0,4,0,0,1,4,0.441952031,-1.508924864,-2.289242903
14Q2ALL55-0566,3.098834067,9.804750403,0,4,0,0,1,4,0.441952031,3.070707905,3.26644505
14Q2ALL55-0567,3.479150224,9.804750403,0,4,0,0,1,4,0.441952031,3.994622875,4.454040994
14Q2ALL55-0569,-4.089019372,9.804750403,0,4,0,0,1,4,0.441952031,-3.159612738,-4.2887826
14Q2ALL55-0572,-1.200374886,9.897324403,0,4,0,0,1,4,0.436683082,0.39900812,0.169653343
14Q2ALL55-0574,2.802878909,9.909687549,0,4,0,0,1,4,0.43597942,3.05530444,3.559394506
14Q2ALL55-0580,3.315446365,9.791178224,0,4,0,0,1,4,0.442724506,3.761728459,4.272518782
14Q2ALL55-0589,-0.572545416,9.495738011,0,4,0,0,1,4,0.459539806,-0.830802812,-1.496680384
14Q2ALL55-0590,0.612963098,9.495738011,0,4,0,0,1,4,0.459539806,1.14184678,0.783420981
14Q2ALL55-0598,-2.364665553,9.508977757,0,4,0,0,1,4,0.458786251,-1.160776152,-1.751115706
14Q2ALL55-0599,0.719482297,9.508977757,0,4,0,0,1,4,0.458786251,0.07012771,-0.165885449
14Q2ALL55-0603,2.838519996,2.771322419,0,4,22,0,2,26,0.842267189,2.901776332,3.45240823
14Q2ALL55-0605,0.815815535,2.96526943,0,4,20,0,2,24,0.831228485,1.333805758,1.079421179
14Q2ALL55-0610,1.518035057,9.935303859,0,4,0,0,1,4,0.43452144,0.239147204,-0.123897769
14Q2ALL55-0611,0.448751523,9.89268053,0,4,0,0,1,4,0.436947393,0.60689207,0.293037655
14Q2ALL55-0612,-4.480922018,9.938434546,0,4,0,0,1,4,0.434343254,-4.559480486,-6.16222797
14Q2ALL55-0617,-7.013940149,9.938434546,0,4,0,0,1,4,0.434343254,-6.106017964,-8.109632236
14Q2ALL55-0618,-3.030046298,9.938434546,0,4,0,0,1,4,0.434343254,-2.689459174,-3.889608954
14Q2ALL55-0619,-3.308387785,9.938434546,0,4,0,0,1,4,0.434343254,-2.618044449,-3.857662806
14Q2ALL55-0620,0.181191287,9.846568035,0,4,0,0,1,4,0.439571935,-0.328974574,-1.148952979
14Q2ALL55-0621,0.670355911,9.734520792,0,4,0,0,1,4,0.445949225,0.435866096,-0.279416562
14Q2ALL55-0622,-0.379379961,9.846568035,0,4,0,0,1,4,0.439571935,0.125822577,-0.686250838
14Q2ALL55-0624,-1.550129803,9.734520792,0,4,0,0,1,4,0.445949225,-1.534744926,-2.74961967
14Q2ALL55-0625,-1.527548709,9.846568035,0,4,0,0,1,4,0.439571935,-2.396102877,-3.817371484
14Q2ALL55-0626,0.289447623,9.846568035,0,4,0,0,1,4,0.439571935,-0.135219558,-1.039499518
14Q2ALL55-0627,-2.1479204,9.734520792,0,4,0,0,1,4,0.445949225,-1.658053382,-2.841405954
14Q2ALL55-0628,-5.980369243,9.734520792,0,4,0,0,1,4,0.445949225,-4.977243183,-6.938746384
14Q2ALL55-0629,-0.410783874,9.846568035,0,4,0,0,1,4,0.439571935,-0.525478713,-1.556464242
14Q2ALL55-0630,-1.197831502,9.719408063,0,4,0,0,1,4,0.446809383,-0.781934544,-1.696103712
14Q2ALL55-0632,-2.249306261,9.794729165,0,4,0,0,1,4,0.442522401,-2.560902804,-4.289013656
14Q2ALL55-0633,-6.039021566,9.798459375,0,4,0,0,1,4,0.442310092,-6.123177191,-8.622122561
14Q2ALL55-0634,-5.351661515,9.798459375,0,4,0,0,1,4,0.442310092,-5.3591554,-7.563084015
14Q2ALL55-0635,-2.263719259,9.894692092,0,4,0,0,1,4,0.436832903,-3.126772373,-4.901424393
14Q2ALL55-0636,-1.912317081,9.794729165,0,4,0,0,1,4,0.442522401,-1.873489655,-3.281609852
14Q2ALL55-0637,0.95161604,9.5941032,0,4,0,0,1,4,0.453941244,0.790571906,2.418773424
14Q2ALL55-0638,-4.241252433,9.567984861,0,4,0,0,1,4,0.455427798,-5.690777231,-5.254784438
14Q2ALL55-0639,-3.38106128,9.5941032,0,4,0,0,1,4,0.453941244,-3.063363134,-2.271560298
14Q2ALL55-0640,-3.049422142,2.794909652,0,4,22,0,2,26,0.840924696,-2.314514627,-1.9093387
14Q2ALL55-0641,5.2990716,1.865824483,0,4,22,16,3,42,0.893804582,5.494171324,5.705336291
14Q2ALL55-0642,-0.293832411,9.57389859,0,4,0,0,1,4,0.455091212,0.450402781,1.872927162
14Q2ALL55-0643,0.521499458,9.567984861,0,4,0,0,1,4,0.455427798,-0.519202922,1.047466898
14Q2ALL55-0644,0.563101323,9.700466857,0,4,0,0,1,4,0.447887442,1.858008852,3.204410959
14Q2ALL55-0645,-0.089093498,9.700466857,0,4,0,0,1,4,0.447887442,0.001076735,0.97777605
14Q2ALL55-0646,2.191164163,9.700466857,0,4,0,0,1,4,0.447887442,2.002338946,3.383578396
14Q2ALL55-0647,-2.192182736,9.713024755,0,4,0,0,1,4,0.447172696,-1.77808463,-1.220404928
14Q2ALL55-0649,-2.912726965,10.05281478,0,4,0,0,1,4,0.427833179,-2.531436589,-2.277794529
14Q2ALL55-0650,-1.733401868,10.160502,0,4,0,0,1,4,0.421704044,-1.734872222,-1.152658632
14Q2ALL55-0652,2.703849672,9.906321522,0,4,0,0,1,4,0.436171001,2.696831438,4.22291728
14Q2ALL55-0653,1.377111522,9.906321522,0,4,0,0,1,4,0.436171001,1.854627757,3.099235404
14Q2ALL55-0657,3.430917692,9.436482476,0,4,0,0,1,4,0.462912398,2.128683098,2.673871101
14Q2ALL55-0658,-1.366259129,9.452226348,0,4,0,0,1,4,0.462016319,-0.284929316,-0.213710723
14Q2ALL55-0661,0.607654645,9.897401501,0,4,0,0,1,4,0.436678694,0.738580168,1.649139976
14Q2ALL55-0662,0.137153645,9.923971958,0,4,0,0,1,4,0.435166407,1.134469182,2.124850875
14Q2ALL55-0663,-4.135604923,9.923971958,0,4,0,0,1,4,0.435166407,-3.228151689,-3.157157555
14Q2ALL55-0665,-2.81316715,9.400380897,0,4,0,0,1,4,0.464967159,-3.210142314,-3.853792491
14Q2ALL55-0666,-0.277598646,9.389450621,0,4,0,0,1,4,0.465589267,-0.480075183,-0.593578161
14Q2ALL55-0671,1.624587054,11.01723841,0,4,0,0,1,4,0.372941965,2.442409083,3.006248599
14Q2ALL55-0673,-1.37104585,11.01723841,0,4,0,0,1,4,0.372941965,-0.473254102,-0.594580728
14Q2ALL55-0675,-0.68931069,9.594989915,0,4,0,0,1,4,0.453890776,-1.437107577,-2.547365404
14Q2ALL55-0676,-1.53726995,9.594989915,0,4,0,0,1,4,0.453890776,-2.177002795,-3.574285203
14Q2ALL55-0677,-3.456105133,9.581440098,0,4,0,0,1,4,0.454661979,-3.635590229,-5.298047935
14Q2ALL55-0679,-0.682423063,9.666665324,0,4,0,0,1,4,0.449811293,-0.061497812,0.098693087
14Q2ALL55-0680,-2.289983695,9.666665324,0,4,0,0,1,4,0.449811293,-0.945739007,-0.839035614
14Q2ALL55-0683,-1.663535592,9.581057458,0,4,0,0,1,4,0.454683757,-2.063524687,-2.326848199
14Q2ALL55-0684,-0.424753602,9.666665324,0,4,0,0,1,4,0.449811293,-1.567933925,-1.714692847
14Q2ALL55-0685,-2.452920873,9.581057458,0,4,0,0,1,4,0.454683757,-3.313798444,-3.777691605
14Q2ALL55-0686,-2.149370445,9.666665324,0,4,0,0,1,4,0.449811293,-2.205600795,-2.529878641
14Q2ALL55-0687,1.515574769,9.581057458,0,4,0,0,1,4,0.454683757,0.33296921,0.569771077
14Q2ALL55-0688,1.7976437,9.56780468,0,4,0,0,1,4,0.455438053,1.792204669,2.480003599
14Q2ALL55-0689,2.350106618,9.666665324,0,4,0,0,1,4,0.449811293,1.04186117,1.490509588
14Q2ALL55-0691,1.983385224,2.791286576,0,4,22,0,2,26,0.841130907,2.086931357,3.617074089
14Q2ALL55-0692,4.331336733,2.791286576,0,4,22,0,2,26,0.841130907,4.209455123,5.855716745
14Q2ALL55-0693,-0.00484842,9.706200359,0,4,0,0,1,4,0.447561113,-0.554687453,0.221460097
14Q2ALL55-0694,-1.092603035,9.643576575,0,4,0,0,1,4,0.451125414,-0.261279656,0.682953464
14Q2ALL55-0695,2.231294982,9.639990919,0,4,0,0,1,4,0.451329495,1.704813451,3.05810509
14Q2ALL55-0696,1.91508199,2.886527372,0,4,21,0,2,25,0.835710174,1.727162334,2.951354375
14Q2ALL55-0698,-0.671158517,9.671541057,0,4,0,0,1,4,0.449533785,-0.972288615,0.087753462
14Q2ALL55-0699,0.603879653,9.684941938,0,4,0,0,1,4,0.44877106,1.901903707,3.510329278
14Q2ALL55-0701,0.437333023,9.689933798,0,4,0,0,1,4,0.448486942,-0.227704917,0.855646906
14Q2ALL55-0702,0.633779404,9.725862448,0,4,0,0,1,4,0.446442024,0.348509569,1.147264651
14Q2ALL55-0703,-0.404093234,9.812687863,0,4,0,0,1,4,0.441500262,-0.98600668,-0.611813019
14Q2ALL55-0705,0.393419887,9.766039157,0,4,0,0,1,4,0.444155324,0.082597721,0.723515364
14Q2ALL55-0706,2.313790794,9.766039157,0,4,0,0,1,4,0.444155324,0.777356369,1.670396416
14Q2ALL55-0707,1.217576221,9.812687863,0,4,0,0,1,4,0.441500262,0.718177264,1.494031395
14Q2ALL55-0708,-5.822460498,9.622804367,0,4,0,0,1,4,0.452307687,-6.565113031,-7.873866306
14Q2ALL55-0709,-0.948790477,1.666845183,0,4,22,22,3,48,0.905129704,-0.595073488,1.292522543
14Q2ALL55-0711,-1.694887621,9.576188588,0,4,0,0,1,4,0.454960874,-2.744214743,-3.204061431
14Q2ALL55-0713,-11.54244457,9.69625974,0,4,0,0,1,4,0.448126895,-11.73053278,-13.08081347
14Q2ALL55-0714,-5.608640821,9.69625974,0,4,0,0,1,4,0.448126895,-5.441771369,-5.490985397
14Q2ALL55-0716,-7.97702039,9.69625974,0,4,0,0,1,4,0.448126895,-7.167520228,-7.593407398
14Q2ALL55-0717,-5.794437172,9.69625974,0,4,0,0,1,4,0.448126895,-6.597242209,-6.84480705
14Q2ALL55-0721,0.481229147,9.623105439,0,4,0,0,1,4,0.452290551,-0.313384736,-0.305082331
14Q2ALL55-0722,-0.986980921,9.650839506,0,4,0,0,1,4,0.450712036,0.290495249,0.450591585
14Q2ALL55-0727,2.26787393,2.784809424,0,4,22,0,2,26,0.841499561,2.349127528,4.231574318
14Q2ALL55-0728,1.899803752,9.533488005,0,4,0,0,1,4,0.457391224,1.339001763,2.081007994
14Q2ALL55-0729,0.895174875,9.533488005,0,4,0,0,1,4,0.457391224,1.572706471,2.389640539
14Q2ALL55-0730,1.68619469,9.533488005,0,4,0,0,1,4,0.457391224,2.080774636,3.03121468
14Q2ALL55-0735,-1.863163678,9.474135272,0,4,0,0,1,4,0.460769349,-1.034714748,-0.506932016
14Q2ALL55-0741,0.783496114,9.455715754,0,4,0,0,1,4,0.461817716,0.83123105,1.844573707
14Q2ALL55-0743,-1.983592246,9.474135272,0,4,0,0,1,4,0.460769349,-2.522263086,-2.287717174
14Q2ALL55-0744,-4.899332964,9.474135272,0,4,0,0,1,4,0.460769349,-4.62930099,-4.777918307
14Q2ALL55-0749,-4.777741405,9.766660475,0,4,0,0,1,4,0.444119961,-5.123073496,-5.473483727
14Q2ALL55-0752,-4.274592011,9.873985291,0,4,0,0,1,4,0.438011453,-4.385957398,-4.479791188
14Q2ALL55-0756,-4.538045506,9.334013829,0,4,0,0,1,4,0.468744512,-4.452960493,-5.429756637
14Q2ALL55-0764,0.268816973,9.46857226,0,4,0,0,1,4,0.461085974,-0.325986653,0.57161981
14Q2ALL55-0765,-6.877571495,9.459263853,0,4,0,0,1,4,0.461615772,-7.048651482,-7.599705543
14Q2ALL55-0767,-1.934654733,9.557775918,0,4,0,0,1,4,0.456008851,-1.546428649,-1.134937992
14Q2ALL55-0768,0.7093667,9.48289475,0,4,0,0,1,4,0.460270794,1.488528195,2.326730843
14Q2ALL55-0771,-2.116750791,9.45851754,0,4,0,0,1,4,0.461658249,-1.27131896,-0.971380165
14Q2ALL55-0774,-2.716526497,9.48289475,0,4,0,0,1,4,0.460270794,-1.976998304,-1.94046607
14Q2ALL55-0778,-6.528082267,9.291006759,0,4,0,0,1,4,0.471192306,-4.779684487,-5.165586607
14Q2ALL55-0784,-0.031192854,9.365554796,0,4,0,0,1,4,0.466949324,-0.272703091,-0.504211093
14Q2ALL55-0787,0.285546954,9.464435368,0,4,0,0,1,4,0.461321429,-0.580835898,0.024249446
14Q2ALL55-0789,-0.442358368,9.464435368,0,4,0,0,1,4,0.461321429,-0.968314964,-0.394597296
14Q2ALL55-0792,-2.372309326,9.468117374,0,4,0,0,1,4,0.461111864,-1.482554562,-1.162609291
14Q2ALL55-0796,2.420288496,9.457089063,0,4,0,0,1,4,0.461739552,2.437008879,3.78962103
14Q2ALL55-0797,-1.003909761,9.468117374,0,4,0,0,1,4,0.461111864,-1.087982963,-0.731848633
14Q2ALL55-0799,-1.763814787,9.399802063,0,4,0,0,1,4,0.465000104,-2.02486483,-1.70294924
14Q2ALL55-0800,6.230713452,1.690848815,0,4,21,22,3,47,0.903763512,6.924839494,7.247610867
14Q2ALL55-0801,-0.376352327,9.393611664,0,4,0,0,1,4,0.465352437,0.155986637,1.003102591
14Q2ALL55-0802,-0.799281395,9.490509395,0,4,0,0,1,4,0.459837398,-1.133070459,-0.375445137
14Q2ALL55-0803,-1.507553428,9.399802063,0,4,0,0,1,4,0.465000104,-0.349390446,0.462046638
14Q2ALL55-0806,-1.999744155,9.393611664,0,4,0,0,1,4,0.465352437,-2.271025433,-1.910041954
14Q2ALL55-0807,1.944550134,2.766279513,0,4,22,0,2,26,0.842554211,3.419756869,3.89902845
14Q2ALL55-0808,1.376658563,9.392558711,0,4,0,0,1,4,0.465412367,2.27492075,3.694186071
14Q2ALL55-0809,-3.285499383,9.392558711,0,4,0,0,1,4,0.465412367,-1.94855256,-1.472667454
14Q2ALL55-0810,-4.171421093,9.490509395,0,4,0,0,1,4,0.459837398,-3.430783782,-3.167492302
14Q2ALL55-0811,-0.81411944,9.490509395,0,4,0,0,1,4,0.459837398,-0.979320529,-0.239419535
14Q2ALL55-0812,0.492148993,9.393611664,0,4,0,0,1,4,0.465352437,1.087511897,2.088121298
14Q2ALL55-0814,-4.388674626,9.392558711,0,4,0,0,1,4,0.465412367,-4.069703973,-4.150217265
14Q2ALL55-0815,-1.383435864,9.393611664,0,4,0,0,1,4,0.465352437,-0.722236813,0.015607496
14Q2ALL55-0819,-0.198740182,9.372699656,0,4,0,0,1,4,0.466542667,0.25586743,1.552362158
14Q2ALL55-0820,-0.139280662,1.807443501,0,4,21,20,3,45,0.897127399,-0.049020556,0.760988042
14Q2ALL55-0821,1.524599513,2.762757752,0,4,22,0,2,26,0.842754656,1.539521716,2.873810977
14Q2ALL55-0822,-1.068354312,9.378211827,0,4,0,0,1,4,0.466228935,-1.309161653,-0.360388712
14Q2ALL55-0823,1.09844321,3.065617558,0,4,21,0,2,25,0.825517063,1.09639177,1.972872361
14Q2ALL55-0824,-2.62155703,9.372699656,0,4,0,0,1,4,0.466542667,-3.019180356,-2.381395449
14Q2ALL55-0825,1.787625177,9.478103235,0,4,0,0,1,4,0.460543508,1.389282966,2.670381749
14Q2ALL55-0826,3.535322242,2.778075942,0,4,22,0,2,26,0.841882804,3.6681986,4.112073205
14Q2ALL55-0827,1.623844092,9.497367299,0,4,0,0,1,4,0.459447073,1.189769886,2.188786594
14Q2ALL55-0828,-1.621033113,9.497367299,0,4,0,0,1,4,0.459447073,-1.747756625,-1.20533513
14Q2ALL55-0829,-0.878084393,9.497367299,0,4,0,0,1,4,0.459447073,-0.618441741,0.038126648
14Q2ALL55-0830,-2.513124429,9.497367299,0,4,0,0,1,4,0.459447073,-1.685040689,-1.352681797
14Q2ALL55-0831,3.058141473,9.478103235,0,4,0,0,1,4,0.460543508,3.023908895,4.589109104
14Q2ALL55-0832,-0.455436342,9.497367299,0,4,0,0,1,4,0.459447073,-0.062770419,0.644966235
14Q2ALL55-0834,-0.759407273,9.497367299,0,4,0,0,1,4,0.459447073,-0.119716086,0.649481465
14Q2ALL55-0837,-2.770355583,2.960665467,0,4,20,0,2,24,0.831490524,-2.586661897,-2.758778419
14Q2ALL55-0839,-4.127448032,9.559006799,0,4,0,0,1,4,0.455938794,-3.640564152,-3.336675127
14Q2ALL55-0841,-1.020007642,9.55420742,0,4,0,0,1,4,0.456211956,-1.10677653,-0.260087777
14Q2ALL55-0843,0.488068913,9.52791429,0,4,0,0,1,4,0.457708458,-0.240156326,0.114173146
14Q2ALL55-0845,-3.90615944,9.513120635,0,4,0,0,1,4,0.458550455,-2.990554991,-3.04955412
14Q2ALL55-0846,0.273774044,9.52791429,0,4,0,0,1,4,0.457708458,-0.332866209,0.153539447
14Q2ALL55-0847,3.048168088,9.509653169,0,4,0,0,1,4,0.458747809,1.990895291,2.822200354
14Q2ALL55-0848,-4.136259634,9.562580194,0,4,0,0,1,4,0.45573541,-4.170823914,-4.711910683
