name,effect,Var,14Q2,15Q2,16Q2,17Q2,NoSeason,Sum,reliability,geff.x,G
14A0001CONV,0.787651852,6.029057905,4,8,0,0,2,12,0.656849651,0.827558437,0.286366978
14A0001LL55,-0.831074974,9.502500978,4,0,0,0,1,4,0.459154884,-0.328223501,-0.243006788
14A0002CONV,1.284678499,6.029057905,4,8,0,0,2,12,0.656849651,0.877689711,0.145023666
14A0002LL55,-4.749875134,9.502500978,4,0,0,0,1,4,0.459154884,-4.488453595,-5.171741659
14A0003CONV,-0.127841403,6.414412801,3,8,11,0,3,22,0.634916761,-0.808589635,-1.2967475
14A0003LL55,-2.263788167,9.502500978,4,0,0,0,1,4,0.459154884,-2.366225269,-2.608491213
14A0004CONV,-4.282765829,9.755089207,4,0,0,0,1,4,0.444778552,-4.185220788,-7.147637538
14A0004LL55,1.940805528,2.875610908,4,22,0,0,2,26,0.836331496,1.249059639,-0.640983796
14A0005CONV,-2.979456431,9.65178151,4,0,0,0,1,4,0.450658421,-3.500586861,-4.525026913
14A0005LL55,-0.612302605,9.56867998,4,0,0,0,1,4,0.455388235,-0.894099237,-0.733858796
14A0006CONV,-2.797135291,9.755089207,4,0,0,0,1,4,0.444778552,-2.921915267,-3.588909643
14A0006LL55,-3.859909233,9.56867998,4,0,0,0,1,4,0.455388235,-4.466917948,-7.896858644
14A0007CONV,-4.528734478,10.7397558,3,0,0,0,1,3,0.388735188,-5.264176792,-8.329649198
14A0007LL55,0.074743914,2.875610908,4,22,0,0,2,26,0.836331496,-1.187806647,-4.434230851
14A0008CONV,3.466855753,6.07139166,4,8,12,0,3,24,0.65444018,2.669496849,4.55708597
14A0008LL55,-3.397797069,9.372787359,4,0,0,0,1,4,0.466537675,-3.739371542,-4.113982013
14A0009CONV,-7.564876278,9.72379217,4,0,0,0,1,4,0.446559857,-7.603458507,-9.525619307
14A0009LL55,2.428364371,2.768854234,4,22,0,0,2,26,0.842407668,2.259037958,3.055430533
14A0010CONV,-2.29435406,5.299058447,4,8,0,0,2,12,0.69839836,-1.556749345,0.221156594
14A0010LL55,-0.473336377,2.944939402,4,21,0,0,2,25,0.83238559,0.182408053,-0.457314706
14A0011CONV,-1.630344923,6.029057905,4,8,0,0,2,12,0.656849651,-1.372378924,-1.232696716
14A0011LL55,-3.526850155,9.372787359,4,0,0,0,1,4,0.466537675,-3.093027908,-4.544986796
14A0012CONV,-5.615620911,9.755089207,4,0,0,0,1,4,0.444778552,-6.108338872,-8.279412854
14A0012LL55,-2.36004912,2.788432231,4,22,0,0,2,26,0.841293365,-2.425328146,-3.215205123
14A0013CONV,-1.562519853,9.65178151,4,0,0,0,1,4,0.450658421,-1.607509523,-3.115435945
14A0013LL55,1.768128576,2.876356057,4,21,0,0,2,25,0.836289085,2.684718499,1.841803423
14A0014CONV,-5.074900578,9.65178151,4,0,0,0,1,4,0.450658421,-5.750748238,-8.737054716
14A0014LL55,3.315778787,9.617348038,4,0,0,0,1,4,0.452618239,2.895098704,2.997768234
14A0015CONV,-4.532829821,5.558959125,3,8,0,0,2,11,0.683605832,-3.412116319,-3.812883387
14A0015LL55,1.137998146,2.967327904,4,21,0,0,2,25,0.831111324,0.953302162,-0.020042297
14A0016CONV,1.059366365,9.718862671,4,0,0,0,1,4,0.446840424,-0.084228847,-0.641298988
14A0016LL55,-2.785559462,9.834207188,4,0,0,0,1,4,0.440275466,-2.316486412,-2.745484807
14A0017CONV,-8.277577163,9.491640489,4,0,0,0,1,4,0.45977302,-8.143842526,-5.803951931
14A0017LL55,2.573617523,2.808244341,4,22,0,0,2,26,0.840165737,2.560065378,2.462676083
14A0018CONV,-6.544008919,9.62872589,4,0,0,0,1,4,0.451970657,-6.240275333,-5.602285864
14A0018LL55,3.216666183,2.808244341,4,22,0,0,2,26,0.840165737,2.339268513,2.825484798
14A0019CONV,-3.772062726,10.80318852,3,0,0,0,1,3,0.385124846,-3.837734188,-4.476003133
14A0019LL55,1.779884105,9.556704895,4,0,0,0,1,4,0.456069809,1.947970956,5.568389132
14A0020CONV,-0.37747044,9.463969391,4,0,0,0,1,4,0.461347951,0.161916846,-0.086933794
14A0020LL55,2.729932364,2.779120511,4,22,0,0,2,26,0.841823352,2.464076477,2.407232264
14A0021CONV,-8.577967289,9.629263112,4,0,0,0,1,4,0.45194008,-9.568424264,-7.778083863
14A0021LL55,-1.579720618,2.811149009,4,22,0,0,2,26,0.840000415,-1.899365405,-1.658312324
14A0022CONV,-8.309431542,9.629263112,4,0,0,0,1,4,0.45194008,-8.19531101,-8.643986986
14A0022LL55,-2.515743064,2.811149009,4,22,0,0,2,26,0.840000415,-2.589988802,-2.436637791
14A0023CONV,-8.959238985,9.629263112,4,0,0,0,1,4,0.45194008,-8.989307682,-6.379179967
14A0023LL55,-2.954543083,9.474854405,4,0,0,0,1,4,0.460728419,-2.730111411,-1.612535256
14A0024CONV,-10.55635389,9.629263112,4,0,0,0,1,4,0.45194008,-10.3306645,-9.629710326
14A0024LL55,1.068341393,9.621671609,4,0,0,0,1,4,0.452372159,1.255250185,2.814340115
14A0025CONV,-4.525879981,10.58501205,3,0,0,0,1,3,0.397542596,-5.261241725,-7.018256798
14A0025LL55,0.800970912,2.809165443,4,22,0,0,2,26,0.840113312,1.459235091,2.227109531
14A0026CONV,-3.497764467,5.920016002,4,8,0,0,2,12,0.663055889,-3.104198527,-4.588798481
14A0026LL55,1.71179899,9.582148769,4,0,0,0,1,4,0.454621644,1.952194624,4.206831706
14A0027CONV,-1.593383989,9.463969391,4,0,0,0,1,4,0.461347951,-1.26895557,-1.020244924
14A0027LL55,2.427321299,2.784619029,4,22,0,0,2,26,0.841510398,1.961127542,1.408351397
14A0028CONV,-6.831954309,10.09360705,4,0,0,0,1,4,0.425511443,-7.620949144,-6.839376514
14A0028LL55,-0.546734066,9.638178313,4,0,0,0,1,4,0.451432662,-0.344872365,1.569204094
14A0029CONV,-7.677727997,9.629263112,4,0,0,0,1,4,0.45194008,-7.065587601,-5.989550462
14A0029LL55,-4.656094544,9.638178313,4,0,0,0,1,4,0.451432662,-4.161921927,-4.073955845
14A0030CONV,-2.58084062,9.463969391,4,0,0,0,1,4,0.461347951,-3.063248481,-2.439577562
14A0030LL55,2.21789326,1.048408262,4,21,36,22,4,83,0.94032871,1.771859691,1.953503897
14A0031CONV,-4.395000325,9.463969391,4,0,0,0,1,4,0.461347951,-4.118056465,-4.605350743
14A0031LL55,-4.018992575,9.638178313,4,0,0,0,1,4,0.451432662,-3.526836225,-4.649327081
14A0032CONV,-4.199253376,10.58501205,3,0,0,0,1,3,0.397542596,-4.857291516,-6.276035889
14A0032LL55,-0.344741196,9.638178313,4,0,0,0,1,4,0.451432662,-0.173195799,-0.725369752
14A0033CONV,-8.168371266,9.629263112,4,0,0,0,1,4,0.45194008,-8.187576326,-7.007960099
14A0033LL55,-1.983709774,9.638178313,4,0,0,0,1,4,0.451432662,-1.929408935,-1.098603569
14A0034CONV,-0.567501675,5.486680939,3,8,0,0,2,11,0.687719623,-0.754207488,-2.316740221
14A0034LL55,-2.565409082,9.698710875,4,0,0,0,1,4,0.447987386,-3.310056385,-4.634327071
14A0035CONV,-2.945901651,9.558527178,4,0,0,0,1,4,0.455966092,-2.17389018,-2.13331644
14A0035LL55,-5.180437885,10.30582478,4,0,0,0,1,4,0.413432842,-4.656101082,-3.308678229
14A0036CONV,-3.160034658,10.6256151,3,0,0,0,1,3,0.39523163,-2.549574545,-0.683473059
14A0036LL55,-4.750215621,11.68640627,4,0,0,0,1,4,0.334855553,-4.05401015,-3.791839461
14A0037CONV,3.821047189,2.132132513,4,8,26,0,3,38,0.878647373,3.212662578,3.241090868
14A0037LL55,-3.299833375,9.690469022,4,0,0,0,1,4,0.44845648,-3.82016723,-5.454834361
14A0038CONV,-0.294856906,5.920016002,4,8,12,0,3,24,0.663055889,-0.142615975,0.488056074
14A0038LL55,7.685980067,2.786804715,4,22,0,0,2,26,0.841385997,7.544575069,9.554059245
14A0039CONV,-6.020435402,10.78352643,3,0,0,0,1,3,0.386243935,-6.193976609,-5.358257865
14A0039LL55,-8.357651495,9.690469022,4,0,0,0,1,4,0.44845648,-8.744285922,-12.77083519
14A0040CONV,0.022160774,5.179498548,4,8,0,0,2,12,0.705203241,-0.127987277,-2.495690259
14A0040LL55,-7.603780483,9.690469022,4,0,0,0,1,4,0.44845648,-7.565163231,-8.158371082
14A0041CONV,-5.245621053,9.558527178,4,0,0,0,1,4,0.455966092,-6.456362672,-7.994734246
14A0041LL55,-3.364639604,9.639587714,4,0,0,0,1,4,0.451352444,-3.096758005,-2.697841573
14A0042CONV,-5.786247072,9.556432523,4,0,0,0,1,4,0.456085312,-5.037676313,-9.994282275
14A0042LL55,-1.122484236,9.639587714,4,0,0,0,1,4,0.451352444,-1.253143824,-0.054116998
14A0043CONV,-8.962767635,9.478375643,4,0,0,0,1,4,0.460528003,-8.971178565,-10.02872183
14A0043LL55,-3.305623748,9.639587714,4,0,0,0,1,4,0.451352444,-3.722841576,-4.677537183
14A0044CONV,-6.970133202,11.15688606,3,0,0,0,1,3,0.364993768,-6.343058072,-9.921917606
14A0044LL55,-7.65967439,9.639587714,4,0,0,0,1,4,0.451352444,-7.614904491,-6.523668504
14A0045CONV,2.092457948,5.262129286,4,8,26,0,3,38,0.700500223,1.774873893,2.194003653
14A0045LL55,-3.026131188,9.801475997,4,0,0,0,1,4,0.442138398,-3.370096427,-4.111819226
14A0046CONV,-8.680045777,10.50952399,4,0,0,0,1,4,0.401839081,-8.846847632,-7.902970099
14A0046LL55,-5.759533088,9.804408041,4,0,0,0,1,4,0.441971517,-6.025443764,-8.893184847
14A0047CONV,-4.010906793,10.09520361,4,0,0,0,1,4,0.425420573,-3.487419075,-3.995511441
14A0047LL55,-6.093705588,9.804408041,4,0,0,0,1,4,0.441971517,-6.802384531,-9.676800786
14A0048CONV,2.728305247,5.248319504,4,8,0,0,2,12,0.701286222,1.908321727,2.794429766
14A0048LL55,-4.076177077,9.792042443,4,0,0,0,1,4,0.442675318,-3.882157194,-6.933460241
14A0049CONV,-6.756002713,9.608750478,4,0,0,0,1,4,0.453107579,-6.392620021,-5.553045734
14A0049LL55,-3.119777459,9.740107256,4,0,0,0,1,4,0.445631266,-3.170609636,-4.410250808
14A0050CONV,0.518033843,5.839114981,4,8,12,0,3,24,0.667660458,1.111893741,0.803483037
14A0050LL55,-3.771558519,9.795686641,4,0,0,0,1,4,0.442467905,-4.193808198,-7.366277812
14A0051CONV,-3.976784949,9.807868205,4,0,0,0,1,4,0.441774578,-3.424540987,-6.343460068
14A0051LL55,-8.689068089,9.846772143,4,0,0,0,1,4,0.439560318,-8.613002227,-10.31600248
14A0052CONV,-6.067148562,9.894019321,4,0,0,0,1,4,0.436871194,-5.93459763,-6.722270961
14A0052LL55,-7.371657471,9.846772143,4,0,0,0,1,4,0.439560318,-7.136695624,-9.838117945
14A0053CONV,3.70631492,5.235486938,4,8,0,0,2,12,0.702016601,2.603576754,3.678878324
14A0053LL55,-8.336624601,9.846772143,4,0,0,0,1,4,0.439560318,-7.77180265,-9.039896497
14A0054CONV,-2.039296621,9.359576214,4,0,0,0,1,4,0.467289601,-2.133003333,-2.824225505
14A0054LL55,-1.796093424,9.92947472,4,0,0,0,1,4,0.434853212,-2.21369662,-1.017786551
14A0055CONV,-5.459218329,10.52652037,3,0,0,0,1,3,0.400871713,-6.157762436,-4.016148666
14A0055LL55,-3.404340046,10.23329811,4,0,0,0,1,4,0.417560775,-3.872577998,-9.204221968
14A0056CONV,2.367390542,3.163652482,4,8,12,0,3,24,0.819937299,1.984804586,2.464551316
14A0056LL55,-3.104037785,10.17022159,4,0,0,0,1,4,0.421150843,-3.14517488,-2.823572493
14A0057CONV,-3.675413398,11.62320347,3,0,0,0,1,3,0.338452809,-4.122248343,-4.51889586
14A0057LL55,-0.465208819,2.806835338,4,22,0,0,2,26,0.840245932,0.120607038,0.283098824
14A0058CONV,-4.12119847,6.022165611,4,8,0,0,2,12,0.657241934,-4.295999804,-4.667605893
14A0058LL55,-2.488015232,9.830265356,4,0,0,0,1,4,0.44049982,-1.561841692,2.09601642
14A0059CONV,-3.26076905,6.288299801,3,8,0,0,2,11,0.642094619,-3.113109553,-4.426592809
14A0059LL55,-2.792553122,2.981835736,4,21,0,0,2,25,0.830285595,-2.676838994,-4.213307203
14A0060CONV,-1.709252286,10.70501451,3,0,0,0,1,3,0.390712526,-1.55185193,-0.833493576
14A0060LL55,-6.926209554,10.41433034,4,0,0,0,1,4,0.40725713,-6.864303302,-8.957836194
14A0061CONV,-5.049974516,9.369986378,4,0,0,0,1,4,0.466697096,-4.184160698,-2.796887547
14A0061LL55,-5.197785652,10.41433034,4,0,0,0,1,4,0.40725713,-5.212670306,-5.35250222
14A0062CONV,-6.031943039,5.159526285,4,8,0,0,2,12,0.706339984,-5.712381698,-7.231137937
14A0062LL55,0.337259327,2.819843126,4,22,0,0,2,26,0.83950558,1.311526576,1.002392344
14A0063CONV,-2.181936497,5.471109571,4,7,0,0,2,11,0.688605884,-1.829782149,-1.065905963
14A0063LL55,2.280375352,2.884541509,4,21,0,0,2,25,0.835823202,1.451885506,2.272285846
14A0064CONV,-4.178362906,10.84045447,3,0,0,0,1,3,0.383003814,-4.26877035,-12.62731883
14A0064LL55,2.53079337,2.777641432,4,22,0,0,2,26,0.841907535,1.949334903,2.734232953
14A0065CONV,-1.199816431,9.807868205,4,0,0,0,1,4,0.441774578,-2.398096932,-2.059877245
14A0065LL55,-0.396546171,9.514759387,4,0,0,0,1,4,0.458457183,-0.577486314,-0.987261951
14A0066CONV,-2.20363393,9.807868205,4,0,0,0,1,4,0.441774578,-3.4670929,-5.870723928
14A0066LL55,-0.583854978,10.11197899,4,0,0,0,1,4,0.424465784,-0.429465028,-1.383118857
14A0067CONV,-4.525859867,10.09520361,4,0,0,0,1,4,0.425420573,-3.643139395,-4.291970769
14A0067LL55,-4.838226409,9.514759387,4,0,0,0,1,4,0.458457183,-4.234761145,-5.679080637
14A0068CONV,-4.275939109,9.455389473,4,0,0,0,1,4,0.461836286,-5.57260447,-5.009401844
14A0068LL55,-8.745023896,9.745140211,4,0,0,0,1,4,0.44534481,-7.771945999,-11.04097512
14A0069CONV,0.324782459,3.165107661,4,8,12,0,3,24,0.819854476,-0.350543708,-0.31992717
14A0069LL55,-4.10963941,9.361628045,4,0,0,0,1,4,0.467172819,-3.939906318,-5.788893137
14A0070CONV,-3.649180405,9.353986523,4,0,0,0,1,4,0.467607745,-3.788817649,-5.09766459
14A0070LL55,2.802110349,9.67305917,4,0,0,0,1,4,0.44944738,2.859087696,3.495067148
14A0071CONV,-4.793483051,9.446632439,4,0,0,0,1,4,0.462334702,-3.717301271,-5.451073947
14A0071LL55,-1.127402956,10.48879137,4,0,0,0,1,4,0.4030191,-1.250170675,-3.965049789
14A0072CONV,-1.502514334,9.446632439,4,0,0,0,1,4,0.462334702,-1.435191556,-0.610970398
14A0072LL55,-0.60695331,11.06475871,4,0,0,0,1,4,0.370237296,-0.572095292,-2.012330596
14A0073CONV,-1.622826256,2.301312853,3,7,26,0,3,36,0.869018291,-2.18775115,-3.870999282
14A0073LL55,-8.046048275,11.06475871,4,0,0,0,1,4,0.370237296,-7.543679127,-10.12275261
14A0074CONV,0.06975336,3.084765292,4,8,26,0,3,38,0.824427249,0.093973889,0.862879586
14A0074LL55,-10.03658045,10.63248166,4,0,0,0,1,4,0.394840812,-10.31359253,-16.66826983
14A0075CONV,-4.146632043,10.48777292,3,0,0,0,1,3,0.403077066,-4.823494195,-6.344488897
14A0075LL55,-4.08924763,10.63248166,4,0,0,0,1,4,0.394840812,-4.382331968,-7.273691929
14A0076CONV,-5.682074965,9.894019321,4,0,0,0,1,4,0.436871194,-5.439119705,-5.067634606
14A0076LL55,-6.552737835,9.668335788,4,0,0,0,1,4,0.449716216,-6.417371222,-9.636413368
14A0077CONV,-0.102583027,9.684637926,4,0,0,0,1,4,0.448788363,-0.48469663,2.974593078
14A0077LL55,1.360288238,11.65682833,4,0,0,0,1,4,0.336539014,1.925374337,1.220555614
14A0078CONV,-5.374343747,9.894019321,4,0,0,0,1,4,0.436871194,-4.942970914,-7.283374082
14A0078LL55,5.548474573,2.787827337,4,22,0,0,2,26,0.841327793,5.388508204,4.163253288
14A0079CONV,-0.770514642,10.59089429,3,0,0,0,1,3,0.397207802,-1.801666059,-6.139404927
14A0079LL55,-0.993651292,9.488828729,4,0,0,0,1,4,0.459933055,-0.675197282,-1.56383057
14A0080CONV,1.029822359,5.897610294,4,8,0,0,2,12,0.664331134,1.178841828,-1.113178165
14A0080LL55,5.312923424,2.777493681,4,22,0,0,2,26,0.841915944,5.89988223,4.714080936
14A0081CONV,0.799385832,5.168815533,4,8,0,0,2,12,0.705811276,1.205804992,2.96257895
14A0081LL55,2.362536648,2.777493681,4,22,0,0,2,26,0.841915944,2.986832415,2.713768923
14A0082CONV,-2.027443648,9.435959228,4,0,0,0,1,4,0.46294218,-1.415010586,-1.804230577
14A0082LL55,3.67800506,2.778887207,4,22,0,0,2,26,0.84183663,3.433115336,2.442737879
14A0083CONV,-0.830011165,5.825384548,4,8,0,0,2,12,0.668441941,-0.293536517,0.758729664
14A0083LL55,1.531951416,2.769063279,4,22,0,0,2,26,0.84239577,1.523933869,2.166550111
14A0084CONV,-4.000313469,10.88307944,3,0,0,0,1,3,0.380577768,-4.125494245,-3.931093996
14A0084LL55,1.985034504,2.769063279,4,22,0,0,2,26,0.84239577,2.423406072,2.626228852
14A0085CONV,-0.80476702,5.141944834,4,8,0,0,2,12,0.707340651,-0.863126275,-2.399702538
14A0085LL55,-2.509349317,9.368738427,4,0,0,0,1,4,0.466768124,-2.750639627,-3.773425685
14A0086CONV,-4.166467097,9.370882092,4,0,0,0,1,4,0.466646115,-4.011635193,-3.050618298
14A0086LL55,3.229272125,2.811846408,4,22,0,0,2,26,0.839960722,2.739746947,3.98796825
14A0087CONV,-1.574978254,12.26845992,2,0,0,0,1,2,0.30172734,-2.66353241,-4.325538999
14A0087LL55,1.55099784,2.811846408,4,22,0,0,2,26,0.839960722,1.760219875,3.248914317
14A0088CONV,0.568973408,5.841783241,4,8,12,0,3,24,0.667508591,0.032189045,-0.518022899
14A0088LL55,-1.20805572,9.870068177,4,0,0,0,1,4,0.438234399,-0.73992826,2.238004438
14A0089CONV,-2.054427515,10.73936825,3,0,0,0,1,3,0.388757246,-3.479637946,-4.672154459
14A0089LL55,-1.811807205,9.737251734,4,0,0,0,1,4,0.445793791,-2.248146063,-5.660625533
14A0090CONV,-0.18293962,9.696381829,4,0,0,0,1,4,0.448119946,-0.543332347,1.490673591
14A0090LL55,-1.997993423,9.6700782,4,0,0,0,1,4,0.449617045,-2.137228238,-0.370909502
14A0091CONV,1.696699701,9.370882092,4,0,0,0,1,4,0.466646115,1.420217139,2.547435427
14A0091LL55,5.273868875,2.786629179,4,22,0,0,2,26,0.841395988,5.60873463,6.049427614
14A0092CONV,1.124605606,5.959446165,4,8,0,0,2,12,0.660811679,1.303467207,-1.582750711
14A0092LL55,-0.033104803,9.59497296,4,0,0,0,1,4,0.453891741,0.054195579,1.191452144
14A0093CONV,3.475297444,3.101692715,4,8,24,0,3,36,0.823463806,3.489197284,3.408104902
14A0093LL55,-1.94570742,9.698721253,4,0,0,0,1,4,0.447986795,-1.991571561,-3.079579184
14A0094CONV,5.177355585,5.14472601,4,8,0,0,2,12,0.707182357,4.768629767,5.240295765
14A0094LL55,1.226039648,9.681230276,4,0,0,0,1,4,0.448982313,0.383866374,1.556270302
14A0095CONV,0.247735988,9.760854026,4,0,0,0,1,4,0.444450441,1.473010538,4.631854137
14A0095LL55,-1.269839477,11.33179678,4,0,0,0,1,4,0.355038536,-1.960933381,-4.475335683
14A0096CONV,-6.364672234,10.68657672,3,0,0,0,1,3,0.391761933,-6.222036934,-6.658168294
14A0096LL55,0.016323508,10.60757778,4,0,0,0,1,4,0.396258243,-0.164615606,0.433164587
14A0097CONV,-2.666272511,9.674688547,4,0,0,0,1,4,0.449354642,-2.758117363,-7.776636991
14A0097LL55,-0.340069292,9.63440168,4,0,0,0,1,4,0.451647613,-0.656458982,4.268229122
14A0098CONV,-15.06895085,9.507120912,4,0,0,0,1,4,0.458891935,-15.09848856,-15.17632403
14A0098LL55,-0.334355696,9.63440168,4,0,0,0,1,4,0.451647613,-0.731101611,2.154976996
14A0099CONV,-4.184121484,10.63788476,3,0,0,0,1,3,0.394533288,-4.309805688,-4.049044664
14A0099LL55,-3.361761038,9.632534479,4,0,0,0,1,4,0.451753887,-3.298570441,-4.329557158
14A0100CONV,-0.882637073,9.421206205,4,0,0,0,1,4,0.463781864,-1.25234399,-0.275676304
14A0100LL55,-7.805693124,9.632534479,4,0,0,0,1,4,0.451753887,-7.758384429,-7.795027799
14A0101CONV,0.876944479,10.61018644,3,0,0,0,1,3,0.396109768,0.919157878,-0.29613765
14A0101LL55,-2.055536384,9.632534479,4,0,0,0,1,4,0.451753887,-2.516534338,-1.54777453
14A0102CONV,-3.165613081,10.85066681,3,0,0,0,1,3,0.382422568,-3.87187513,-4.461335231
14A0102LL55,-2.392536886,9.78567111,4,0,0,0,1,4,0.44303795,-3.399805352,-3.675658812
14A0103CONV,-2.928354038,9.476150805,4,0,0,0,1,4,0.460654633,-2.623111178,-4.85915793
14A0103LL55,-2.136357768,2.913729352,4,21,0,0,2,25,0.834161944,-1.925662441,-3.142053967
14A0104CONV,-1.125442778,5.82440603,4,8,0,0,2,12,0.668497634,-1.301377763,-1.613201127
14A0104LL55,1.462676894,2.791731243,4,22,0,0,2,26,0.841105598,1.253350185,2.132194646
14A0105CONV,-3.343361913,9.421206205,4,0,0,0,1,4,0.463781864,-2.546969904,-2.195076183
14A0105LL55,0.644248347,3.194153366,4,18,0,0,2,22,0.818201308,0.391486428,0.296267402
14A0106CONV,1.021592521,9.989136316,4,0,0,0,1,4,0.431457508,1.597414665,-0.547970187
14A0106LL55,-3.197634564,9.65545727,4,0,0,0,1,4,0.450449211,-2.65842843,-0.829299631
14A0107CONV,-3.638410631,12.50607515,2,0,0,0,1,2,0.288203213,-4.052585753,-4.204388874
14A0107LL55,-4.516271522,9.521858556,4,0,0,0,1,4,0.458053126,-4.636038797,-6.044583696
14A0108CONV,-0.274059985,5.959222537,4,7,0,0,2,11,0.660824407,-1.053720636,-0.135798356
14A0108LL55,-3.120332932,2.803806894,4,22,0,0,2,26,0.8404183,-2.875514255,-3.834950997
14A0109CONV,3.613002564,6.272665509,3,8,25,0,3,36,0.642984461,2.963587724,2.706100863
14A0109LL55,-7.418594358,9.643212472,4,0,0,0,1,4,0.451146137,-7.292291238,-8.697771383
14A0110CONV,5.377706019,3.501673861,3,8,12,0,3,23,0.800698447,4.651644046,3.347996524
14A0110LL55,-6.899911965,9.643212472,4,0,0,0,1,4,0.451146137,-6.609251788,-8.380157158
14A0111CONV,-0.397472781,9.464140997,4,0,0,0,1,4,0.461338184,-1.032914084,-2.09889946
14A0111LL55,-4.612156734,9.643212472,4,0,0,0,1,4,0.451146137,-4.829120138,-5.602003749
14A0112CONV,-2.196120703,9.375231257,4,0,0,0,1,4,0.466398578,-1.499212783,4.383397311
14A0112LL55,-3.665768162,9.643212472,4,0,0,0,1,4,0.451146137,-3.882794923,-4.264261684
14A0113CONV,3.357885918,2.915747624,3,8,26,0,3,37,0.834047072,3.247991824,3.122444336
14A0113LL55,-5.595464908,9.643212472,4,0,0,0,1,4,0.451146137,-5.616145016,-5.866079992
14A0114CONV,2.823052901,2.199577346,3,8,26,0,3,37,0.874808677,2.675309908,1.698149099
14A0114LL55,-5.927891304,9.569218354,4,0,0,0,1,4,0.455357592,-5.783147808,-6.002893898
14A0115CONV,1.940265322,5.460146013,3,8,0,0,2,11,0.689229887,1.716152133,1.277506298
14A0115LL55,0.034661441,10.35076675,4,0,0,0,1,4,0.410874921,0.464892797,3.251377052
14A0116CONV,-5.36214714,10.9444519,3,0,0,0,1,3,0.377084688,-6.172329937,-9.530521393
14A0116LL55,4.469111913,2.801996315,4,22,0,0,2,26,0.840521351,5.225318011,5.330871639
14A0117CONV,-1.996563057,9.453084683,4,0,0,0,1,4,0.461967466,-2.124902796,-0.318852909
14A0117LL55,3.324348145,1.045880457,4,21,36,22,4,83,0.940472583,3.530960078,4.139170432
14A0118CONV,-1.092545292,9.40050428,4,0,0,0,1,4,0.464960136,-2.369078651,0.120501078
14A0118LL55,0.308902783,9.797765055,4,0,0,0,1,4,0.44234961,0.394334485,1.797954989
14A0119CONV,-4.387380636,9.670479321,4,0,0,0,1,4,0.449594215,-4.667704266,-3.41351562
14A0119LL55,-0.033196165,2.781625014,4,22,0,0,2,26,0.841680805,-1.088948658,-0.773777828
14A0120CONV,-3.350314451,9.642203921,4,0,0,0,1,4,0.45120354,-3.139010024,-5.11789934
14A0120LL55,1.192577715,2.781625014,4,22,0,0,2,26,0.841680805,0.792100128,1.989644713
14A0121CONV,-6.736289365,11.63176851,3,0,0,0,1,3,0.337965321,-6.168899629,-8.470364637
14A0121LL55,-5.316186405,11.01874037,4,0,0,0,1,4,0.37285648,-5.262451272,-6.086394273
14A0122CONV,-3.766104113,11.5426889,4,0,0,0,1,4,0.343035383,-3.638411563,-3.675398512
14A0122LL55,0.611270261,2.846273676,4,22,0,0,2,26,0.838001257,-0.308643808,-1.418289907
14A0123CONV,2.561824647,9.654020281,4,0,0,0,1,4,0.450530999,1.72574872,-1.150020351
14A0123LL55,0.999561754,2.89618903,4,21,0,0,2,25,0.83516027,1.190314466,1.22911369
14A0124CONV,-4.99246047,9.655569676,4,0,0,0,1,4,0.450442814,-4.556421125,-3.824893954
14A0124LL55,3.654958583,2.773240753,4,22,0,0,2,26,0.842158004,4.254067734,5.433619751
14A0125CONV,-4.992186469,9.655569676,4,0,0,0,1,4,0.450442814,-6.131369717,-6.482762222
14A0125LL55,3.841684648,9.466649248,4,0,0,0,1,4,0.461195424,4.205175617,8.269067016
14A0126CONV,-6.553242932,11.29633962,3,0,0,0,1,3,0.357056618,-5.780070285,-8.620287898
14A0126LL55,-0.076411309,3.006713206,4,21,0,0,2,25,0.828869667,-0.866815275,-2.755595468
14A0127CONV,1.60669482,5.871647917,4,8,0,0,2,12,0.665808811,1.521840267,1.624599456
14A0127LL55,-2.294306898,9.508263951,4,0,0,0,1,4,0.458826878,-2.55720253,-1.089306177
14A0128CONV,-6.756945516,9.655569676,4,0,0,0,1,4,0.450442814,-5.308452397,-6.970491049
14A0128LL55,0.016844718,9.522634289,4,0,0,0,1,4,0.458008975,-0.347969118,-1.692458951
14A0129CONV,-4.652292391,10.62099024,4,0,0,0,1,4,0.395494858,-3.611398596,-3.996807536
14A0129LL55,-1.788620695,9.522634289,4,0,0,0,1,4,0.458008975,-1.756798472,-3.475173784
14A0130CONV,-3.124935574,9.72406694,4,0,0,0,1,4,0.446544218,-4.46130544,-6.618565389
14A0130LL55,-3.816007605,9.357283546,4,0,0,0,1,4,0.467420091,-3.584334008,-4.452058719
14A0131CONV,-3.918897031,9.629725073,4,0,0,0,1,4,0.451913787,-4.087777702,-3.623299187
14A0131LL55,-1.365107954,10.70993689,4,0,0,0,1,4,0.390432364,-2.025885355,-4.100218368
14A0132CONV,0.615580451,10.28383234,4,0,0,0,1,4,0.414684565,-0.898579257,-2.716577581
14A0132LL55,-8.39332515,11.01753605,4,0,0,0,1,4,0.372925025,-8.532008524,-12.86625541
14A0133CONV,-4.911156996,9.895648211,4,0,0,0,1,4,0.436778484,-4.69445722,-4.318259087
14A0133LL55,-8.674780113,10.59709224,4,0,0,0,1,4,0.396855039,-8.836754251,-13.36482769
14A0134CONV,-7.073655031,10.54069104,4,0,0,0,1,4,0.400065174,-7.756818086,-5.221690062
