"X1","X2","X3","X4"
356,9,41,0.411153289688569
357,9,42,0.556375726636406
358,9,43,0.499571400243381
359,9,44,0.551620601086187
360,9,45,0.493121313691102
363,10,13,0.301069746302564
364,10,14,0.337303169924096
366,10,16,0.268547326643868
367,10,17,0.292273973444787
369,10,19,0.482692393407266
370,10,20,0.229977068937738
372,10,22,0.229977068937738
373,10,23,0.186593737163202
374,10,24,0.340870568010922
375,10,25,0.370311041040359
376,10,26,0.495902294242237
377,10,27,0.580067268593561
378,10,28,0.42639764424318
379,10,29,0.41109905926583
380,10,30,0.463737624924985
381,10,31,0.391069713966229
382,10,32,0.226438112481818
383,10,33,0.254513628361343
384,10,34,0.43823249735085
385,10,35,0.407487072908304
386,10,36,0.264694279191303
387,10,37,0.335449457457183
388,10,38,0.335592613700384
389,10,39,0.332235444357629
390,10,40,0.427353953299064
392,10,42,0.365433574729763
393,10,43,0.308629248336739
394,10,44,0.360678449179544
395,10,45,0.302179161784459
397,11,13,0.348956553814285
398,11,14,0.385189977435817
399,11,15,0.261025636538763
400,11,16,0.316434134155588
401,11,17,0.340160780956508
403,11,19,0.530579200918986
404,11,20,0.277863876449459
406,11,22,0.277863876449459
407,11,23,0.234480544674923
408,11,24,0.388757375522643
409,11,25,0.418197848552079
410,11,26,0.543789101753958
411,11,27,0.627954076105282
412,11,28,0.474284451754901
413,11,29,0.458985866777551
414,11,30,0.511624432436705
415,11,31,0.43895652147795
416,11,32,0.274324919993539
417,11,33,0.302400435873064
418,11,34,0.48611930486257
419,11,35,0.455373880420025
420,11,36,0.312581086703024
421,11,37,0.383336264968903
422,11,38,0.383479421212105
423,11,39,0.38012225186935
424,11,40,0.475240760810785
425,11,41,0.268097945293647
426,11,42,0.413320382241484
427,11,43,0.356516055848459
428,11,44,0.408565256691265
429,11,45,0.35006596929618
430,12,13,0.296271124177437
431,12,14,0.332504547798968
432,12,15,0.208340206901915
433,12,16,0.26374870451874
434,12,17,0.28747535131966
436,12,19,0.477893771282138
437,12,20,0.225178446812611
439,12,22,0.225178446812611
440,12,23,0.181795115038075
441,12,24,0.336071945885795
442,12,25,0.365512418915231
443,12,26,0.49110367211711
444,12,27,0.575268646468434
445,12,28,0.421599022118053
446,12,29,0.406300437140703
447,12,30,0.458939002799857
448,12,31,0.386271091841102
449,12,32,0.221639490356691
450,12,33,0.249715006236216
451,12,34,0.433433875225722
452,12,35,0.402688450783177
453,12,36,0.259895657066176
454,12,37,0.330650835332055
455,12,38,0.330793991575257
456,12,39,0.327436822232502
457,12,40,0.422555331173937
458,12,41,0.215412515656799
459,12,42,0.360634952604636
460,12,43,0.303830626211611
461,12,44,0.355879827054417
462,12,45,0.297380539659332
463,13,14,0.520707366585519
464,13,15,0.396543025688465
465,13,16,0.451951523305291
466,13,17,0.47567817010621
467,13,18,0.262597575938796
468,13,19,0.666096590068689
469,13,20,0.413381265599161
470,13,21,0.305057017665601
471,13,22,0.413381265599161
472,13,23,0.369997933824625
473,13,24,0.524274764672346
474,13,25,0.553715237701782
475,13,26,0.67930649090366
476,13,27,0.763471465254985
477,13,28,0.609801840904603
478,13,29,0.594503255927253
479,13,30,0.647141821586408
480,13,31,0.574473910627652
481,13,32,0.409842309143241
482,13,33,0.437917825022767
483,13,34,0.621636694012273
484,13,35,0.590891269569727
485,13,36,0.448098475852726
486,13,37,0.518853654118606
487,13,38,0.518996810361807
488,13,39,0.515639641019052
489,13,40,0.610758149960487
490,13,41,0.40361533444335
491,13,42,0.548837771391186
492,13,43,0.492033444998162
493,13,44,0.544082645840968
494,13,45,0.485583358445883
495,14,15,0.432776449309997
496,14,16,0.488184946926823
497,14,17,0.511911593727742
498,14,18,0.298830999560328
499,14,19,0.70233001369022
500,14,20,0.449614689220693
501,14,21,0.341290441287132
502,14,22,0.449614689220693
503,14,23,0.406231357446157
504,14,24,0.560508188293877
505,14,25,0.589948661323314
506,14,26,0.715539914525192
507,14,27,0.799704888876516
508,14,28,0.646035264526135
509,14,29,0.630736679548785
510,14,30,0.68337524520794
511,14,31,0.610707334249184
512,14,32,0.446075732764773
513,14,33,0.474151248644298
514,14,34,0.657870117633805
515,14,35,0.627124693191259
516,14,36,0.484331899474258
517,14,37,0.555087077740138
518,14,38,0.555230233983339
519,14,39,0.551873064640584
520,14,40,0.646991573582019
521,14,41,0.439848758064881
522,14,42,0.585071195012718
523,14,43,0.528266868619694
524,14,44,0.580316069462499
525,14,45,0.521816782067414
526,15,16,0.364020606029769
527,15,17,0.387747252830688
529,15,19,0.578165672793167
530,15,20,0.32545034832364
532,15,22,0.32545034832364
533,15,23,0.282067016549103
534,15,24,0.436343847396824
535,15,25,0.46578432042626
536,15,26,0.591375573628139
537,15,27,0.675540547979463
538,15,28,0.521870923629081
539,15,29,0.506572338651732
540,15,30,0.559210904310886
541,15,31,0.486542993352131
542,15,32,0.321911391867719
543,15,33,0.349986907747245
544,15,34,0.533705776736751
545,15,35,0.502960352294205
546,15,36,0.360167558577205
547,15,37,0.430922736843084
548,15,38,0.431065893086286
549,15,39,0.42770872374353
550,15,40,0.522827232684966
551,15,41,0.315684417167828
552,15,42,0.460906854115664
553,15,43,0.40410252772264
554,15,44,0.456151728565446
555,15,45,0.397652441170361
556,16,17,0.443155750447514
558,16,19,0.633574170409992
559,16,20,0.380858845940465
561,16,22,0.380858845940465
562,16,23,0.337475514165929
563,16,24,0.491752345013649
564,16,25,0.521192818043085
565,16,26,0.646784071244964
566,16,27,0.730949045596288
567,16,28,0.577279421245907
568,16,29,0.561980836268557
569,16,30,0.614619401927711
570,16,31,0.541951490968956
571,16,32,0.377319889484545
572,16,33,0.40539540536407
573,16,34,0.589114274353577
574,16,35,0.558368849911031
575,16,36,0.41557605619403
576,16,37,0.486331234459909
577,16,38,0.486474390703111
578,16,39,0.483117221360356
579,16,40,0.578235730301791
580,16,41,0.371092914784653
581,16,42,0.51631535173249
582,16,43,0.459511025339465
583,16,44,0.511560226182271
584,16,45,0.453060938787186
586,17,19,0.657300817210912
587,17,20,0.404585492741384
588,17,21,0.296261244807824
589,17,22,0.404585492741384
590,17,23,0.361202160966848
591,17,24,0.515478991814569
592,17,25,0.544919464844005
593,17,26,0.670510718045884
594,17,27,0.754675692397208
595,17,28,0.601006068046826
596,17,29,0.585707483069477
597,17,30,0.638346048728631
598,17,31,0.565678137769876
599,17,32,0.401046536285464
600,17,33,0.42912205216499
601,17,34,0.612840921154496
602,17,35,0.58209549671195
603,17,36,0.43930270299495
604,17,37,0.510057881260829
605,17,38,0.510201037504031
606,17,39,0.506843868161275
607,17,40,0.601962377102711
608,17,41,0.394819561585573
609,17,42,0.54004199853341
610,17,43,0.483237672140385
611,17,44,0.535286872983191
612,17,45,0.476787585588106
613,18,19,0.444220223043498
618,18,24,0.302398397647154
619,18,25,0.331838870676591
620,18,26,0.457430123878469
621,18,27,0.541595098229793
622,18,28,0.387925473879412
623,18,29,0.372626888902062
624,18,30,0.425265454561217
625,18,31,0.352597543602461
628,18,34,0.399760326987082
629,18,35,0.369014902544536
631,18,37,0.296977287093415
632,18,38,0.297120443336616
633,18,39,0.293763273993861
634,18,40,0.388881782935296
636,18,42,0.326961404365995
638,18,44,0.322206278815776
639,18,45,0.263706991420691
640,19,20,0.595003912703863
641,19,21,0.486679664770302
642,19,22,0.595003912703863
643,19,23,0.551620580929327
644,19,24,0.705897411777047
645,19,25,0.735337884806483
646,19,26,0.860929138008362
647,19,27,0.945094112359686
648,19,28,0.791424488009305
649,19,29,0.776125903031955
650,19,30,0.828764468691109
651,19,31,0.756096557732354
652,19,32,0.591464956247942
653,19,33,0.619540472127468
654,19,34,0.803259341116974
655,19,35,0.772513916674429
656,19,36,0.629721122957428
657,19,37,0.700476301223307
658,19,38,0.700619457466509
659,19,39,0.697262288123754
660,19,40,0.792380797065189
661,19,41,0.585237981548051
662,19,42,0.730460418495888
663,19,43,0.673656092102863
664,19,44,0.725705292945669
665,19,45,0.667206005550584
666,20,21,0.233964340300775
667,20,22,0.342288588234336
668,20,23,0.298905256459799
669,20,24,0.45318208730752
670,20,25,0.482622560336956
671,20,26,0.608213813538835
672,20,27,0.692378787890159
673,20,28,0.538709163539777
674,20,29,0.523410578562428
675,20,30,0.576049144221582
676,20,31,0.503381233262827
677,20,32,0.338749631778415
678,20,33,0.366825147657941
679,20,34,0.550544016647447
680,20,35,0.519798592204901
681,20,36,0.377005798487901
682,20,37,0.44776097675378
683,20,38,0.447904132996982
684,20,39,0.444546963654226
685,20,40,0.539665472595662
686,20,41,0.332522657078524
687,20,42,0.477745094026361
688,20,43,0.420940767633336
689,20,44,0.472989968476142
690,20,45,0.414490681081057
691,21,22,0.233964340300775
693,21,24,0.344857839373959
694,21,25,0.374298312403395
695,21,26,0.499889565605274
696,21,27,0.584054539956598
697,21,28,0.430384915606217
698,21,29,0.415086330628867
699,21,30,0.467724896288021
700,21,31,0.395056985329266
701,21,32,0.230425383844854
702,21,33,0.25850089972438
703,21,34,0.442219768713886
704,21,35,0.411474344271341
705,21,36,0.26868155055434
706,21,37,0.339436728820219
707,21,38,0.339579885063421
708,21,39,0.336222715720666
709,21,40,0.431341224662101
711,21,42,0.3694208460928
712,21,43,0.312616519699775
713,21,44,0.364665720542581
714,21,45,0.306166433147496
715,22,23,0.298905256459799
716,22,24,0.45318208730752
717,22,25,0.482622560336956
718,22,26,0.608213813538835
719,22,27,0.692378787890159
720,22,28,0.538709163539777
721,22,29,0.523410578562428
722,22,30,0.576049144221582
723,22,31,0.503381233262827
724,22,32,0.338749631778415
725,22,33,0.366825147657941
726,22,34,0.550544016647447
727,22,35,0.519798592204901
728,22,36,0.377005798487901
729,22,37,0.44776097675378
730,22,38,0.447904132996982
731,22,39,0.444546963654226
732,22,40,0.539665472595662
733,22,41,0.332522657078524
734,22,42,0.477745094026361
735,22,43,0.420940767633336
736,22,44,0.472989968476142
737,22,45,0.414490681081057
738,23,24,0.409798755532984
739,23,25,0.43923922856242
740,23,26,0.564830481764298
741,23,27,0.648995456115623
742,23,28,0.495325831765241
743,23,29,0.480027246787891
744,23,30,0.532665812447046
745,23,31,0.45999790148829
746,23,32,0.295366300003879
747,23,33,0.323441815883405
748,23,34,0.507160684872911
749,23,35,0.476415260430365
750,23,36,0.333622466713365
751,23,37,0.404377644979244
752,23,38,0.404520801222445
753,23,39,0.40116363187969
754,23,40,0.496282140821126
755,23,41,0.289139325303988
756,23,42,0.434361762251824
757,23,43,0.3775574358588
758,23,44,0.429606636701606
759,23,45,0.371107349306521
760,24,25,0.59351605941014
761,24,26,0.719107312612019
762,24,27,0.803272286963343
763,24,28,0.649602662612962
764,24,29,0.634304077635612
765,24,30,0.686942643294766
766,24,31,0.614274732336011
767,24,32,0.449643130851599
768,24,33,0.477718646731125
769,24,34,0.661437515720631
770,24,35,0.630692091278086
771,24,36,0.487899297561085
772,24,37,0.558654475826964
773,24,38,0.558797632070166
774,24,39,0.555440462727411
775,24,40,0.650558971668846
776,24,41,0.443416156151708
777,24,42,0.588638593099545
778,24,43,0.53183426670652
779,24,44,0.583883467549326
780,24,45,0.525384180154241
781,25,26,0.748547785641455
782,25,27,0.832712759992779
783,25,28,0.679043135642398
784,25,29,0.663744550665048
785,25,30,0.716383116324202
786,25,31,0.643715205365447
787,25,32,0.479083603881036
788,25,33,0.507159119760561
789,25,34,0.690877988750067
790,25,35,0.660132564307522
791,25,36,0.517339770590521
792,25,37,0.5880949488564
793,25,38,0.588238105099602
794,25,39,0.584880935756847
795,25,40,0.679999444698282
796,25,41,0.472856629181144
797,25,42,0.618079066128981
798,25,43,0.561274739735956
799,25,44,0.613323940578762
800,25,45,0.554824653183677
801,26,27,0.958304013194658
802,26,28,0.804634388844276
803,26,29,0.789335803866927
804,26,30,0.841974369526081
805,26,31,0.769306458567326
806,26,32,0.604674857082914
807,26,33,0.63275037296244
808,26,34,0.816469241951946
809,26,35,0.785723817509401
810,26,36,0.6429310237924
811,26,37,0.713686202058279
812,26,38,0.713829358301481
813,26,39,0.710472188958725
814,26,40,0.805590697900161
815,26,41,0.598447882383023
816,26,42,0.74367031933086
817,26,43,0.686865992937835
818,26,44,0.738915193780641
819,26,45,0.680415906385556
820,27,28,0.888799363195601
821,27,29,0.873500778218251
822,27,30,0.926139343877405
823,27,31,0.85347143291865
824,27,32,0.688839831434239
825,27,33,0.716915347313764
826,27,34,0.90063421630327
827,27,35,0.869888791860725
828,27,36,0.727095998143724
829,27,37,0.797851176409603
830,27,38,0.797994332652805
831,27,39,0.79463716331005
832,27,40,0.889755672251485
833,27,41,0.682612856734347
834,27,42,0.827835293682184
835,27,43,0.771030967289159
836,27,44,0.823080168131965
837,27,45,0.76458088073688
838,28,29,0.719831153867869
839,28,30,0.772469719527024
840,28,31,0.699801808568268
841,28,32,0.535170207083857
842,28,33,0.563245722963383
843,28,34,0.746964591952889
844,28,35,0.716219167510343
845,28,36,0.573426373793343
846,28,37,0.644181552059222
847,28,38,0.644324708302424
848,28,39,0.640967538959668
849,28,40,0.736086047901104
850,28,41,0.528943232383966
851,28,42,0.674165669331802
852,28,43,0.617361342938778
853,28,44,0.669410543781584
854,28,45,0.610911256386499
855,29,30,0.757171134549674
856,29,31,0.684503223590919
857,29,32,0.519871622106507
858,29,33,0.547947137986033
859,29,34,0.731666006975539
860,29,35,0.700920582532994
861,29,36,0.558127788815993
862,29,37,0.628882967081872
863,29,38,0.629026123325074
864,29,39,0.625668953982318
865,29,40,0.720787462923754
866,29,41,0.513644647406616
867,29,42,0.658867084354453
868,29,43,0.602062757961428
869,29,44,0.654111958804234
870,29,45,0.595612671409149
871,30,31,0.737141789250073
872,30,32,0.572510187765662
873,30,33,0.600585703645187
874,30,34,0.784304572634694
875,30,35,0.753559148192148
876,30,36,0.610766354475147
877,30,37,0.681521532741026
878,30,38,0.681664688984228
879,30,39,0.678307519641473
880,30,40,0.773426028582908
881,30,41,0.56628321306577
882,30,42,0.711505650013607
883,30,43,0.654701323620582
884,30,44,0.706750524463388
885,30,45,0.648251237068303
886,31,32,0.499842276806906
887,31,33,0.527917792686432
888,31,34,0.711636661675938
889,31,35,0.680891237233393
890,31,36,0.538098443516392
891,31,37,0.608853621782271
892,31,38,0.608996778025473
893,31,39,0.605639608682717
894,31,40,0.700758117624153
895,31,41,0.493615302107015
896,31,42,0.638837739054852
897,31,43,0.582033412661827
898,31,44,0.634082613504633
899,31,45,0.575583326109548
900,32,33,0.36328619120202
901,32,34,0.547005060191527
902,32,35,0.516259635748981
903,32,36,0.37346684203198
904,32,37,0.44422202029786
905,32,38,0.444365176541061
906,32,39,0.441008007198306
907,32,40,0.536126516139741
908,32,41,0.328983700622604
909,32,42,0.47420613757044
910,32,43,0.417401811177416
911,32,44,0.469451012020221
912,32,45,0.410951724625137
913,33,34,0.575080576071052
914,33,35,0.544335151628507
915,33,36,0.401542357911506
916,33,37,0.472297536177385
917,33,38,0.472440692420587
918,33,39,0.469083523077831
919,33,40,0.564202032019267
920,33,41,0.357059216502129
921,33,42,0.502281653449966
922,33,43,0.445477327056941
923,33,44,0.497526527899747
924,33,45,0.439027240504662
925,34,35,0.728054020618013
926,34,36,0.585261226901012
927,34,37,0.656016405166892
928,34,38,0.656159561410093
929,34,39,0.652802392067338
930,34,40,0.747920901008773
931,34,41,0.540778085491635
932,34,42,0.686000522439472
933,34,43,0.629196196046447
934,34,44,0.681245396889253
935,34,45,0.622746109494168
936,35,36,0.554515802458467
937,35,37,0.625270980724346
938,35,38,0.625414136967548
939,35,39,0.622056967624792
940,35,40,0.717175476566227
941,35,41,0.51003266104909
942,35,42,0.655255097996926
943,35,43,0.598450771603902
944,35,44,0.650499972446708
945,35,45,0.592000685051623
946,36,37,0.482478187007345
947,36,38,0.482621343250547
948,36,39,0.479264173907791
949,36,40,0.574382682849227
950,36,41,0.367239867332089
951,36,42,0.512462304279926
952,36,43,0.455657977886901
953,36,44,0.507707178729707
954,36,45,0.449207891334622
955,37,38,0.553376521516426
956,37,39,0.550019352173671
957,37,40,0.645137861115106
958,37,41,0.437995045597968
959,37,42,0.583217482545805
960,37,43,0.52641315615278
961,37,44,0.578462356995586
962,37,45,0.519963069600501
963,38,39,0.550162508416873
964,38,40,0.645281017358308
965,38,41,0.43813820184117
966,38,42,0.583360638789007
967,38,43,0.526556312395982
968,38,44,0.578605513238788
969,38,45,0.520106225843703
970,39,40,0.641923848015552
971,39,41,0.434781032498415
972,39,42,0.580003469446251
973,39,43,0.523199143053227
974,39,44,0.575248343896032
975,39,45,0.516749056500947
976,40,41,0.52989954143985
977,40,42,0.675121978387687
978,40,43,0.618317651994662
979,40,44,0.670366852837468
980,40,45,0.611867565442383
981,41,42,0.467979162870549
982,41,43,0.411174836477524
983,41,44,0.46322403732033
984,41,45,0.404724749925245
985,42,43,0.556397273425361
986,42,44,0.608446474268167
987,42,45,0.549947186873082
988,43,44,0.551642147875142
989,43,45,0.493142860480057
990,44,45,0.545192061322863
